row_id,lat_deg,lon_deg,report_date,status_id,water_source,water_tech,facility_type,country_name,install_year,installer,pay,status
13865,-19.15153954,29.22398456,04/24/2016,y,Borehole,Hand Pump,Improved,Zimbabwe,1997.0,,,Fully Functional
138760,-10.586725,32.01909166666667,10/02/2014,y,Borehole,Hand Pump - India Mark,Improved,Zambia,2006.0,JICA,,Yes
122737,-7.084959913,37.775999797,06/19/2008,y,Surface Water (River/Stream/Lake/Pond/Dam),Tapstand,No facilities,Tanzania,2007.0,World Bank,Pay monthly,"Enough Water Quantity,"
437001,8.2179022,5.5044426,06/02/2015,n,Borehole,Hand Pump,Improved,Nigeria,1999.0,,No,Non-functional Technical breakdown
17058,-20.50469547,31.71601826,04/18/2016,y,Unprotected Shallow Well,Rope and Bucket,Unimproved,Zimbabwe,1989.0,,,Fully Functional
548644,8.607233,-13.20567,12/31/2019,u,Undefined Shallow Well,,Unknown,Sierra Leone,,,,
98435,6.26985754,-10.68461348,05/31/2017,y,Protected Shallow Well,Hand Pump - Afridev,Improved,Liberia,,NGO,No payment – its free,Functional (and in use)
119597,-3.711015366,37.68791422,06/30/2008,y,Protected Shallow Well,Hand Pump - Afridev,Improved,Tanzania,1977.0,RWE,Never pay,"Insufficient Water Quantity, Low water pressure"
8366,2.5148316,30.90599864,04/30/2010,y,Protected Spring,,Improved,Uganda,2005.0,,Water Committee Collects Fees,Functional
99077,6.403275,-8.559083333333332,05/31/2017,y,Protected Shallow Well,Hand Pump - Afridev,Improved,Liberia,,NGO,"Yes, Metered (LE/m3)",Functional (and in use)
270174,11.615981,37.595626,04/06/2020,y,,Hand Pump,,Ethiopia,2008.0,ORDA,,
534798,8.90749,11.375398,05/02/2015,y,Borehole,Hand Pump,Improved,Nigeria,2012.0,,No,Functional (and in use)
225950,-27.0700513126141,31.2050654788932,06/29/2015,n,Borehole,Tapstand,Improved,Swaziland,1986.0,,0,Non payment
483137,7.942169,-11.739778,03/22/2012,y,Protected Spring,,Improved,Sierra Leone,2002.0,Private Person,No- water is free,functional
241389,-26.96775554831,31.7909449147534,05/22/2015,n,Borehole,,Improved,Swaziland,2009.0,,0,Dry source
17627,-21.42173946,31.6185178,04/21/2016,y,Borehole,Rope and Bucket,Improved,Zimbabwe,,,,Fully Functional
576260,0.7126856145,34.3236148332,02/23/2015,y,Borehole,,Improved,Kenya,,,,
505363,8.138273,-12.403947,06/02/2012,y,Borehole,Hand Pump - India Mark,Improved,Sierra Leone,2011.0,cord,No- water is free,functional
240159,-26.6216771753535,31.6046016697889,04/05/2015,y,Borehole,Mechanized Pump,Improved,Swaziland,2010.0,,,
457192,4.86763,8.4113033,08/21/2015,y,Borehole,Mechanized Pump,Improved,Nigeria,2004.0,,No,Functional (and in use)
261959,9.8430283,-11.45420426,08/02/2016,y,Protected Shallow Well,Hand Pump - India Mark,Improved,Sierra Leone,2011.0,:Don't know,No payment – its free,Functional (and in use) Damaged Concrete
21279,-20.28611295,30.31666426,01/23/2017,y,Borehole,Hand Pump,Improved,Zimbabwe,2012.0,,,Fully Functional
369068,13.58751,39.114101,01/01/2021,y,Undefined Spring,,Unknown,Ethiopia,2009.0,,,
156994,1.4109068,31.1813629,09/01/2011,y,Protected Spring,,Improved,Uganda,2011.0,,Water Committee Collects Fees,Functional
565893,2.08370321,32.8257084,11/24/2014,y,Borehole,,Improved,Uganda,2012.0,,There is a tarrif of 1000 paid Seasonally,"Improved source, Water is available, Water point has no problem"
151841,1.11761927,34.30653648,06/05/2010,n,Protected Spring,,Improved,Uganda,2007.0,,,Non-Functional
9034,3.05793667,33.41473724,09/21/2010,y,Protected Spring,,Improved,Uganda,2007.0,,Water Committee Collects Fees,Functional
229302,-25.8271086374684,31.4814268726509,01/27/2014,y,Surface Water (River/Stream/Lake/Pond/Dam),,No facilities,Swaziland,2003.0,,,
125876,-7.736030893,31.164136835,08/08/2007,n,Borehole,Hand Pump - India Mark,Improved,Tanzania,1984.0,Government,Pay annually,"Enough Water Quantity, Bearing broken,han"
190536,-0.88918905,31.31241619,06/22/2010,y,Protected Spring,,Improved,Uganda,2003.0,,,Functional
253683,9.319288260831753,-12.270950241203549,09/30/2016,y,Borehole,Hand Pump - Afridev,Improved,Sierra Leone,2002.0,ACF,No payment – its free,Functional (and in use) No Damages
67496,2.20550503,33.07658747,07/05/2010,y,Borehole,,Improved,Uganda,2007.0,,Water Committee Collects Fees,Functional (not in use)
88297,5.03489,-9.037263333333334,05/31/2017,y,Protected Shallow Well,Hand Pump - Afridev,Improved,Liberia,,Private,No payment – its free,Functional (and in use)
171489,0.23885992,32.55520159,04/30/2010,y,,Tapstand,,Uganda,2003.0,,Water Committee Collects Fees,Functional
435651,9.2130717,6.80636,06/03/2015,n,Borehole,Hand Pump,Improved,Nigeria,2000.0,,No,Non-functional Technical breakdown
227876,-25.7676286161961,31.3900343763025,01/23/2014,y,Surface Water (River/Stream/Lake/Pond/Dam),Tapstand,No facilities,Swaziland,2001.0,,0,
181782,0.5288284,30.95349398,05/22/2010,y,,Tapstand,,Uganda,2007.0,,Water Committee Collects Fees,Functional
516542,9.30699377,43.38415381,02/08/2014,y,,,,Ethiopia,,,,
407846,10.021817,7.1107601,02/09/2015,y,Borehole,Hand Pump,Improved,Nigeria,2005.0,,No,Functional (and in use)
392083,12.873691,10.455162,01/10/2015,y,Borehole,Hand Pump,Improved,Nigeria,,,No,Functional (and in use)
446951,12.013352,8.7217133,05/05/2015,y,Borehole,Hand Pump,Improved,Nigeria,,,No,Functional (and in use)
330028,-2.047598,29.064085,02/02/2014,y,,,,Congo - Kinshasa,,,,Mauvais
526793,0.832582329,33.75154872,10/29/2014,u,Borehole,,Improved,Uganda,,,,
146279,1.4220808,34.61707565,04/22/2010,n,,Tapstand,,Uganda,2007.0,,,Non-Functional
296657,-19.48505,33.28615,03/12/2020,y,Borehole,Hand Pump - Afridev,Improved,Mozambique,2020.0,,,
438070,5.5414263,7.4404016,05/12/2015,n,Borehole,Mechanized Pump,Improved,Nigeria,,,No,Non-functional Technical breakdown
4904,3.57736296,31.83031272,04/21/2010,y,Rainwater Harvesting,,Improved,Uganda,2004.0,,,Functional
158546,0.83972448,32.89795364,08/27/2012,y,Borehole,,Improved,Uganda,2012.0,,Water Committee Collects Fees,Functional
436114,9.1474683,6.9667583,06/04/2015,y,Protected Shallow Well,Hand Pump,Improved,Nigeria,,,No,Functional (and in use)
413578,7.844775,3.9392567,01/21/2015,n,Borehole,Hand Pump,Improved,Nigeria,2008.0,,No,Non-functional Technical breakdown
17600,-20.37848016,30.92847688,12/07/2016,n,Protected Shallow Well,Hand Pump,Improved,Zimbabwe,1981.0,,,Non-Functional
297855,-19.02303,33.87511,05/28/2020,y,Borehole,Hand Pump - Afridev,Improved,Mozambique,2020.0,,,
395647,11.664318,9.9297011,01/24/2015,y,Borehole,Hand Pump,Improved,Nigeria,2009.0,,No,Functional (and in use)
236606,-26.386942081561,31.1667497255588,08/21/2014,y,Surface Water (River/Stream/Lake/Pond/Dam),Tapstand,No facilities,Swaziland,1973.0,,10,
253138,8.920754345949625,-12.321011667890938,09/07/2016,n,Protected Shallow Well,Hand Pump,Improved,Sierra Leone,2015.0,Religious Group,,Broken down Damaged Reservoir
41066,8.109417,31.41385,11/01/2012,y,Borehole,Hand Pump - India Mark,Improved,South Sudan,,MOPI,,operational
362454,10.642946,35.618198,01/01/2021,y,Undefined Shallow Well,,Unknown,Ethiopia,2002.0,,,
273351,11.538773,37.738537,01/01/2021,y,Undefined Shallow Well,,Unknown,Ethiopia,2006.0,,,
564787,0.0196130893,34.6636201513,11/29/2013,y,Protected Spring,,Improved,Kenya,,,,
367928,6.295570441293729,-2.904884188270493,10/02/2014,n,Protected Shallow Well,Hand Pump - Nira,Improved,Ghana,2004.0,,They do not pay,Handpump broken
399633,12.58674,9.4298583,01/12/2015,y,Borehole,Hand Pump,Improved,Nigeria,2011.0,,No,Functional (and in use)
170781,0.38056309,32.5444656,04/30/2010,y,Rainwater Harvesting,,Improved,Uganda,2009.0,,Water Committee Collects Fees,Functional
391590,12.881111,10.455009,01/16/2015,y,Borehole,Hand Pump,Improved,Nigeria,,,No,Functional (and in use)
8478,2.77466614,33.42839887,08/29/2010,y,Borehole,,Improved,Uganda,2008.0,,Water Committee Collects Fees,Functional
435055,7.5528309,6.2337629,06/09/2015,n,Borehole,Hand Pump,Improved,Nigeria,,,No,Non-functional Technical breakdown
203057,-0.04575306,29.73104193,04/28/2010,y,Protected Spring,,Improved,Uganda,1994.0,,,Functional
490502,4.573287,-7.640154,02/07/2011,y,Protected Shallow Well,Hand Pump - India Mark,Improved,Liberia,2007.0,Danish Refugee Council (DRC) DRC (NGO),,Working but with problems Required digging
264003,7.85435211,-11.19911487,11/25/2016,y,Protected Shallow Well,Rope and Bucket,Improved,Sierra Leone,2014.0,Private,No payment – its free,Functional (and in use) No Damages
91083,6.29254595,-10.70937201,05/31/2017,y,Protected Shallow Well,Hand Pump - Afridev,Improved,Liberia,,NGO,No payment – its free,Functional (and in use)
251065,-27.0910336052364,31.0683988050492,02/07/2015,y,Borehole,Tapstand,Improved,Swaziland,1984.0,,10,
525245,6.1079017,7.9193067,07/23/2015,n,Borehole,Hand Pump,Improved,Nigeria,,,No,Non-functional Dry/low-yielding
313361,11.162042,37.608353,01/01/2021,y,Undefined Shallow Well,,Unknown,Ethiopia,2005.0,,,
570756,9.85137982295048,-0.071555990094045,09/26/2014,y,Borehole,Hand Pump - Afridev,Improved,Ghana,2004.0,,Only when there is a breakdown,Time to raise or access funds
313469,11.083363,37.583012,01/01/2021,y,Undefined Shallow Well,,Unknown,Ethiopia,2006.0,,,
139561,-15.30647,28.32048,10/17/2014,y,Borehole,Hand Pump - India Mark,Improved,Zambia,1999.0,GRZ,,Yes
388547,9.6098163,9.0893925,01/13/2015,n,Borehole,Hand Pump,Improved,Nigeria,2012.0,,No,Non-functional Water quality
107913,3.575328865469,33.700645415147,03/20/2012,y,Borehole,Hand Pump,Improved,Uganda,,,,
379146,10.882806513361276,-1.078371173553533,09/10/2014,y,Borehole,Hand Pump - Afridev,Improved,Ghana,2012.0,,Only when there is a breakdown,Not applicable (no downtime over the last year)
177399,0.03101511,29.72216,08/07/2010,n,,Tapstand,,Uganda,2000.0,,Water Committee Collects Fees,Non-Functional
255006,9.09495629229446,-12.049171113185029,08/16/2016,y,Protected Shallow Well,Hand Pump,Improved,Sierra Leone,2014.0,UNICEF,No payment – its free,Functional (and in use) Damaged Pump
19578,-20.97898087,31.58262772,07/04/2016,y,Borehole,,Improved,Zimbabwe,1999.0,,,Fully Functional
68918,2.25895107,32.30011953,04/21/2010,y,Protected Spring,,Improved,Uganda,2009.0,,Water Committee Collects Fees,Functional
29456,-18.5716938,30.59779854,07/08/2016,y,Protected Shallow Well,Hand Pump,Improved,Zimbabwe,1994.0,,,Partially Functional
30316,-17.79204065,30.41758353,07/18/2016,y,Surface Water (River/Stream/Lake/Pond/Dam),Rope and Bucket,No facilities,Zimbabwe,2007.0,,,Fully Functional
517424,7.29718293,45.43514604,02/10/2014,y,,,,Ethiopia,,,,
48848,3.00260735,32.31807944,07/05/2010,y,Rainwater Harvesting,,Improved,Uganda,2006.0,,,Functional
41410,6.09035,31.571533,01/01/2011,y,Borehole,Hand Pump - India Mark,Improved,South Sudan,,,,operational
238863,7.508319,-12.008518,02/17/2012,y,Protected Shallow Well,Hand Pump - India Mark,Improved,Sierra Leone,2006.0,world vision,No- water is free,functional
340512,7.96191666667,-11.0159,12/31/2010,n,,,,Sierra Leone,,,,Functional
366492,4.909614534084148,-1.834497785783556,01/26/2015,y,Borehole,Hand Pump - Nira,Improved,Ghana,2014.0,,Per bucket,
416474,7.7984,5.3328917,01/26/2015,y,Borehole,Mechanized Pump,Improved,Nigeria,2014.0,,No,Functional (and in use)
538628,11.760894,38.097076,04/06/2012,y,,,,Ethiopia,2007.0,CMP,,functional
312914,12.4493611,-2.68061111,12/20/2016,y,Borehole,Mechanized Pump,Improved,Burkina Faso,,,,
418677,11.247168,5.47287,11/29/2015,y,Borehole,Hand Pump,Improved,Nigeria,,,No,Functional (and in use)
255046,8.09890481,-12.04159187,09/27/2016,y,Protected Shallow Well,Hand Pump - India Mark,Improved,Sierra Leone,2004.0,Action Aid,No payment – its free,Functional (and in use) No Damages
536764,0.3271747231,33.99780273,02/26/2015,y,Borehole,,Improved,Uganda,,,,
383434,12.88059,8.1101133,01/24/2015,n,Borehole,Hand Pump,Improved,Nigeria,1990.0,,No,Non-functional Technical breakdown
95629,7.57484954,-8.55234161,05/31/2017,y,Protected Shallow Well,Hand Pump - Afridev,Improved,Liberia,,Private,No payment – its free,Functional (and in use)
475309,7.854121,-11.193671,06/02/2012,y,Protected Shallow Well,Hand Pump - Afridev,Improved,Sierra Leone,2009.0,Private Person,Yes- by the bucket,functional
242759,-26.3647701498125,31.4416345513027,07/23/2014,y,Borehole,Tapstand,Improved,Swaziland,2011.0,,10,
301664,-1.978465,30.133166666666664,02/18/2016,y,Piped Water,Tapstand,Improved,Rwanda,2013.0,,,
102539,-7.5013113,39.1448641,12/06/2008,n,Protected Shallow Well,Hand Pump - Nira,Improved,Tanzania,2006.0,Bakari Kuganda,Pay per bucket,"Seasonal Water Quantity,"
365563,5.413998928723601,-1.692815426239324,01/13/2015,n,Borehole,Hand Pump - Afridev,Improved,Ghana,2010.0,,They do not pay,Handpump broken
195446,-0.73844996,30.9397015,05/03/2010,y,Rainwater Harvesting,,Improved,Uganda,,,,Functional
505071,7.787226,-12.298185,03/15/2012,y,Protected Shallow Well,Hand Pump - India Mark,Improved,Sierra Leone,2008.0,i c o d,No- water is free,but partly damaged
486337,-16.17183333,28.65716667,02/26/2016,y,Borehole,Hand Pump - India Mark,Improved,Zambia,2016.0,,,
27140,-20.96460772,28.7548647,04/07/2017,y,Borehole,Hand Pump,Improved,Zimbabwe,1997.0,,,Fully Functional
16443,-18.7150042,29.73105399,06/28/2016,n,Borehole,,Improved,Zimbabwe,,,,Non-Functional
115155,-2.720115603,31.321846336,08/31/2006,y,Protected Shallow Well,Hand Pump - Nira,Improved,Tanzania,1997.0,ACF,Never pay,"Enough Water Quantity,  Enough water"
488890,6.52926,-10.363781,06/03/2011,y,,Tapstand,,Liberia,2001.0,BWI,No (except possibly comm. collections),Working and protected Not damaged
548414,7.714861,-12.12777,12/31/2019,u,Undefined Shallow Well,,Unknown,Sierra Leone,,,,
160059,1.17229406,31.49333204,04/15/2010,n,Undefined Shallow Well,,Unknown,Uganda,2001.0,,,Non-Functional
20108,-20.84973023,30.934488,05/11/2016,y,Unprotected Shallow Well,Rope and Bucket,Unimproved,Zimbabwe,2001.0,,,Fully Functional
380752,11.12832241787708,-0.154678746435511,09/10/2014,y,Borehole,Hand Pump - Nira,Improved,Ghana,1978.0,,Only when there is a breakdown,No funds
408829,10.492442,4.8998336,01/16/2015,y,Borehole,Hand Pump,Improved,Nigeria,2011.0,,No,Functional (and in use)
394314,11.962915,10.449241,02/20/2015,n,Borehole,Hand Pump,Improved,Nigeria,2014.0,,No,Non-functional New under construction
32955,-17.07793528,29.79047558,07/06/2016,u,Unprotected Spring,Rope and Bucket,Unimproved,Zimbabwe,,,,
184787,0.39606493,32.06107565,07/30/2010,y,Rainwater Harvesting,,Improved,Uganda,2009.0,,,Functional
559942,-2.26085,29.6937,03/31/2020,y,Borehole,,Improved,Rwanda,2017.0,,,
23161,-20.24134559,31.32058189,07/05/2016,u,Unprotected Spring,Rope and Bucket,Unimproved,Zimbabwe,,,,
393760,12.173991,10.651737,02/14/2015,y,Borehole,Hand Pump,Improved,Nigeria,2013.0,,No,Functional (and in use)
7193,2.40608856,30.95547158,10/02/2013,y,Borehole,,Improved,Uganda,2013.0,,,Functional
25952,-19.88302476,27.51677123,11/06/2016,u,Borehole,Hand Pump,Improved,Zimbabwe,1954.0,,,Collapsed / Abandoned
116691,-1.571159578,31.611130938,11/30/2007,n,Rainwater Harvesting,Tapstand,Improved,Tanzania,1999.0,HESAWA,Never pay,"Insufficient Water Quantity,  Water  insufficient"
71216,1.83954449,33.78827367,09/28/2010,y,Borehole,,Improved,Uganda,2001.0,,,Functional
447891,11.726603,8.41726,04/30/2015,y,Borehole,Hand Pump,Improved,Nigeria,,,No,Functional (and in use)
570210,10.2704921121844,0.20496169932163,10/20/2014,n,Borehole,Hand Pump - Afridev,Improved,Ghana,2014.0,,They do not pay,Time to get spare parts
243900,-26.4027211334814,31.2871510114403,01/08/2014,y,Surface Water (River/Stream/Lake/Pond/Dam),Tapstand,No facilities,Swaziland,1984.0,,0,
535577,8.9912561,11.745809,05/15/2015,y,Borehole,Hand Pump,Improved,Nigeria,,,No,Functional (and in use)
47888,5.010398,18.757107,11/07/2020,y,,Hand Pump - India Mark,,Central African Republic,,,,Yes pump_problem
171111,0.41756901,32.61114517,04/26/2010,n,Undefined Shallow Well,,Unknown,Uganda,1999.0,,,Non-Functional
32458,-18.21068401,30.52246404,06/21/2016,y,Borehole,Hand Pump,Improved,Zimbabwe,2015.0,,,Fully Functional
35549,-15.3647,49.806,10/12/2013,y,,Hand Pump - Canzee,,Madagascar,2007.0,Medair,,Poignet en Bois
255403,8.39744082,-11.9948417,12/05/2016,y,,Tapstand,,Sierra Leone,2012.0,Other,No payment – its free,Functional (and in use) No Damages
339985,7.87638333333,-11.17135,12/31/2010,n,,,,Sierra Leone,,,,Functional
103111,-5.89906656594,35.2808666536,12/08/2005,n,Protected Shallow Well,Hand Pump - Afridev,Improved,Tanzania,1996.0,CMSR,Not recorded,"Not recorded Water Quantity,"
97632,5.795916666666667,-9.849038333333334,05/31/2017,y,Borehole,Hand Pump - Afridev,Improved,Liberia,,NGO,"Yes, Flat rate (LE/HH/month)",Functional (and in use)
479034,7.442228,-11.696992,08/02/2012,y,Unprotected Shallow Well,Rope and Bucket,Unimproved,Sierra Leone,2000.0,africare,No- water is free,but partly damaged
147186,0.95374125,34.33565453,08/23/2012,y,Protected Spring,,Improved,Uganda,2012.0,,,Functional
477996,9.542161,-11.527774,02/16/2012,y,Protected Shallow Well,Hand Pump - India Mark,Improved,Sierra Leone,1983.0,undp,Only if there is a breakdown,functional
293706,10.967834,37.987186,01/01/2021,y,Undefined Shallow Well,,Unknown,Ethiopia,2007.0,,,
412137,8.0482987,3.3370425,01/16/2015,n,Borehole,Hand Pump,Improved,Nigeria,2012.0,,No,Non-functional New under construction
497819,6.909647,-10.897878,01/22/2011,y,Protected Shallow Well,Hand Pump - Afridev,Improved,Liberia,2008.0,NRC (Norwegen Refugee Council) n r c,,Working and protected Not damaged
135439,1.02606864,34.08483497,06/18/2010,n,Undefined Shallow Well,,Unknown,Uganda,2008.0,,,Non-Functional
171914,0.64258066,29.97515128,08/06/2010,n,,Tapstand,,Uganda,2003.0,,,Non-Functional
18206,-20.85314116,30.80119601,06/28/2016,u,Unprotected Spring,,Unimproved,Zimbabwe,,,,
5731,2.41377087,31.19480759,05/06/2010,y,Borehole,,Improved,Uganda,1985.0,,Water Committee Collects Fees,Functional
154465,2.01386175,31.46053953,05/06/2010,y,Borehole,,Improved,Uganda,2006.0,,,Functional (not in use)
123790,-10.5867301,39.5276445,02/27/2008,n,Borehole,Tapstand,Improved,Tanzania,1982.0,Finwater,Never pay,"Insufficient Water Quantity,"
84347,6.8829755,-10.79898523,05/31/2017,u,Unprotected Spring,,Unimproved,Liberia,,,,
320464,8.002205,-10.95057,03/23/2012,y,Unprotected Shallow Well,Rope and Bucket,Unimproved,Sierra Leone,1989.0,Private Person,No- water is free,but partly damaged
162479,1.79675627,31.74693347,08/27/2011,y,Undefined Shallow Well,,Unknown,Uganda,2011.0,,,Functional
33851,0.7964454547,34.8857255985,03/17/2015,y,Protected Shallow Well,,Improved,Kenya,,,,
200738,-0.84730035,29.86785364,07/31/2014,y,Rainwater Harvesting,,Improved,Uganda,2014.0,,,Functional
375533,9.20736338,27.42093926,11/09/2016,y,Borehole,Hand Pump - India Mark,Improved,South Sudan,,Samaritan Purse,,
182686,0.50238749,30.62466917,05/30/2010,y,Protected Spring,,Improved,Uganda,1992.0,,,Functional
369122,13.612373,39.167835,01/01/2021,y,Undefined Spring,,Unknown,Ethiopia,2008.0,,,
319802,8.842876,-10.775996,02/27/2012,y,,Tapstand,,Sierra Leone,2011.0,world Vision,No- water is free,functional
98753,6.467693333333333,-8.517153333333333,05/31/2017,y,Protected Shallow Well,Hand Pump - Afridev,Improved,Liberia,,NGO,"Yes, Metered (LE/m3)",Functional (and in use)
103969,-6.28986309235,35.5975893288,07/23/2005,n,Protected Shallow Well,Hand Pump - Nira,Improved,Tanzania,1998.0,World Vision,Not recorded,"Insufficient Water Quantity,"
145757,1.72271475,33.91969054,05/18/2010,y,Undefined Shallow Well,,Unknown,Uganda,2004.0,,,Functional
136427,-12.428390000000002,30.598861666666668,01/04/2012,y,Unprotected Shallow Well,Rope and Bucket,Unimproved,Zambia,2011.0,Meckson Mali.,,Yes
495458,6.277807,-10.751771,05/22/2011,y,Protected Shallow Well,Hand Pump - Afridev,Improved,Liberia,2008.0,Community / Private Individual (excl. Church) community members,,Working and protected Not damaged
258720,7.94051299596755,-11.732142962040424,08/09/2016,y,,Rope and Bucket,,Sierra Leone,1994.0,,No payment – its free,Functional (and in use) Damaged Concrete
503633,8.109654,-12.073845,03/21/2012,n,,Tapstand,,Sierra Leone,,Private Person,No water,broken down
478612,9.591482,-11.549844,08/02/2012,y,Unprotected Shallow Well,Rope and Bucket,Unimproved,Sierra Leone,,Private Person,No- water is free,functional
250269,-27.1250772072576,31.7574082008841,03/06/2015,y,Borehole,Tapstand,Improved,Swaziland,2008.0,,0,
189692,-0.29887227,32.01348204,04/16/2010,n,Undefined Shallow Well,,Unknown,Uganda,1998.0,,,Non-Functional
178283,0.03191784,29.75828107,08/31/2010,y,,Tapstand,,Uganda,1994.0,,,Functional
216528,-0.74115136,30.31580358,08/30/2010,y,Protected Spring,,Improved,Uganda,1998.0,,,Functional
489744,4.673451,-8.430718,02/02/2011,n,Protected Shallow Well,Hand Pump - Afridev,Improved,Liberia,2009.0,Red Cross (ICRC/LNRC) ICRC,,Broken Down System Pump broken
74849,2.14173105,34.18881431,05/13/2010,n,Borehole,,Improved,Uganda,2008.0,,Water Committee Collects Fees,Non-Functional
52669,-15.37576,28.68511,09/19/2014,u,Borehole,Mechanized Pump,Improved,Zambia,2014.0,World Vision,,
34321,-18.8361999,48.024928,08/19/2019,y,Piped Water,Tapstand,Improved,Madagascar,2019.0,WaterAid,,
340749,7.7887,-11.1225,12/31/2010,y,Unprotected Shallow Well,,Unimproved,Sierra Leone,,,,Functional
487795,8.891909,-12.038972,03/18/2012,y,Unprotected Shallow Well,Rope and Bucket,Unimproved,Sierra Leone,2002.0,Private Person,No- water is free,functional
534570,10.906583,10.68874,08/03/2015,n,Borehole,Hand Pump,Improved,Nigeria,2011.0,,No,Non-functional Technical breakdown
190896,-0.60429778,31.3905284,04/14/2010,y,Rainwater Harvesting,,Improved,Uganda,2000.0,,,Functional
175536,0.19239542,30.43178335,07/31/2010,y,Undefined Shallow Well,,Unknown,Uganda,2004.0,,,Functional
246210,-26.5208444921765,31.4137578327679,07/16/2014,n,Borehole,Tapstand,Improved,Swaziland,1979.0,,10,Dry source
26326,-18.59363041,28.56424316,01/06/2016,u,Borehole,Hand Pump,Improved,Zimbabwe,1962.0,,,Collapsed / Abandoned
136650,-15.305871666666668,28.49232333333333,10/13/2014,n,Borehole,Hand Pump - India Mark,Improved,Zambia,1998.0,GRZ,,Yes
498330,8.033487,-9.481997,02/08/2011,n,Protected Shallow Well,Hand Pump - Afridev,Improved,Liberia,2006.0,CWW,,Broken Down System Well damaged
572150,-0.8858324543,34.4762753093,01/09/2014,y,Unprotected Shallow Well,,Unimproved,Kenya,,,,
117904,-4.728293433,29.744139978,05/12/2008,n,Surface Water (River/Stream/Lake/Pond/Dam),Tapstand,No facilities,Tanzania,1981.0,DWE,Pay monthly,"Enough Water Quantity,  Function but need repair"
252827,8.17506738,-12.41554835,09/22/2016,n,Borehole,Hand Pump - India Mark,Improved,Sierra Leone,2013.0,Red Cross,,Broken down Damaged Apron|Damaged Pump|Damaged Pipe
47776,4.72932,18.616812,07/22/2020,y,,Hand Pump - India Mark,,Central African Republic,,,,Yes pump_problem
41697,7.110633,31.378883,01/01/2011,y,Borehole,Hand Pump - India Mark,Improved,South Sudan,,,,operational
535751,-0.791971185,30.12740919,11/19/2014,y,Protected Shallow Well,,Improved,Uganda,,,,
457743,5.378525,5.8621467,11/04/2015,n,Borehole,Mechanized Pump,Improved,Nigeria,,,No,Non-functional Technical breakdown
472086,0.335833,30.651666,12/04/2019,y,Borehole,Hand Pump,Improved,Uganda,,,,
296389,-18.70027,33.66211,09/12/2020,y,Borehole,Hand Pump - Afridev,Improved,Mozambique,2020.0,,,
496189,6.619571,-10.666572,02/11/2011,n,Protected Shallow Well,Hand Pump - Afridev,Improved,Liberia,2006.0,UNICEF Unicef          Aden,,Broken Down System Not specified
484932,0.194166667,34.4645,06/23/2014,y,Borehole,Mechanized Pump,Improved,Kenya,2014.0,,,
447173,10.270957,7.821495,11/01/2015,y,Borehole,Hand Pump,Improved,Nigeria,,,No,Functional (and in use)
163598,-0.00063322,32.01681752,06/22/2010,n,Undefined Shallow Well,,Unknown,Uganda,2008.0,,,Non-Functional
476250,7.685549,-11.321398,02/21/2012,y,Protected Shallow Well,Hand Pump - India Mark,Improved,Sierra Leone,2011.0,GOAL,Yes- regularly,functional
87948,4.722363297675694,-7.907621480912134,05/31/2017,y,Protected Shallow Well,Hand Pump - Afridev,Improved,Liberia,,NGO,No payment – its free,Functional (and in use)
116755,-1.782667626,31.598890761,11/14/2007,n,Undefined Spring,Tapstand,Unknown,Tanzania,2002.0,KAEMP,Never pay,"Enough Water Quantity, Water escape Water escape"
162848,0.06767418,32.08052408,05/03/2010,y,Undefined Shallow Well,,Unknown,Uganda,2008.0,,Water Committee Collects Fees,Functional
420849,12.798515,5.2113441,06/03/2015,n,Borehole,Mechanized Pump,Improved,Nigeria,2011.0,,No,Non-functional New under construction
513303,7.6371167,5.8819517,09/03/2015,y,Borehole,Mechanized Pump,Improved,Nigeria,2008.0,,No,Functional (and in use)
449452,10.618282,7.70944,10/26/2015,n,Borehole,Hand Pump,Improved,Nigeria,,,No,Non-functional Dry/low-yielding
110012,0.859672222967,36.802543362409,04/02/2012,y,,Hand Pump,,Kenya,,,,
38145,2.83613417,32.20426049,08/22/2012,y,Undefined Shallow Well,,Unknown,Uganda,2012.0,,,Functional
163891,0.47731095,32.68818661,04/21/2010,y,Protected Spring,,Improved,Uganda,1999.0,,Water Committee Collects Fees,Functional
178528,0.00845833,29.76887262,06/25/2010,n,,Tapstand,,Uganda,1995.0,,,Non-Functional
534511,8.07075,10.431318,10/24/2015,n,Borehole,Hand Pump,Improved,Nigeria,2012.0,,No,Non-functional Technical breakdown
269737,8.393984999999999,-10.411808333333331,08/13/2016,y,Surface Water (River/Stream/Lake/Pond/Dam),,No facilities,Sierra Leone,1930.0,,No payment – its free,Functional (and in use)
489009,6.531786,-10.358948,06/03/2011,y,,Tapstand,,Liberia,2011.0,GoL (incl. LWSC) L w S C,No (except possibly comm. collections),Working and protected Not damaged
109687,1.642980391613,36.757115308427,05/02/2012,n,,Rope and Bucket,,Kenya,,,,
296466,-19.06964,33.38432,08/12/2020,y,Borehole,Hand Pump - Afridev,Improved,Mozambique,2020.0,,,
187102,-0.23104554,32.2288589,04/10/2010,y,Protected Spring,,Improved,Uganda,,,,Functional
295528,10.768396,38.711693,01/01/2021,y,Undefined Shallow Well,,Unknown,Ethiopia,2008.0,,,
542405,7.525393,-11.79776,12/31/2019,u,,,,Sierra Leone,,,,
